filepath,label,duration_s,segment_index,iters,time_sec,J_final
./recordings/H1/181122_1302.wav,1,5,3,22,0.013298988342285156,3.242241756218171e-05
./recordings/H1/181122_1302.wav,1,5,4,19,0.11685562133789062,8.382344443190289e-05
./recordings/H1/181122_1302.wav,1,5,5,28,0.04635810852050781,6.10873682429171e-05
./recordings/H1/190121_0929.wav,1,5,1,16,0.09796309471130371,0.0001787054392442276
./recordings/H1/190121_0929.wav,1,5,2,18,0.07056283950805664,0.00023276231061876817
./recordings/H1/190121_0929.wav,1,5,3,24,0.07989382743835449,0.0002139579646408482
./recordings/H1/190121_0929.wav,1,5,4,14,0.05008649826049805,0.000442939738899558
./recordings/H1/190121_0929.wav,1,5,5,13,0.09523749351501465,0.00012059054697917044
./recordings/H1/190121_1007.wav,1,5,1,100,0.7430450916290283,1.6716440356471408e-05
./recordings/H1/190121_1007.wav,1,5,2,33,0.06871604919433594,9.78348176101093e-06
./recordings/H1/190121_1007.wav,1,5,3,15,0.008812189102172852,3.330296443555551e-06
./recordings/H1/190121_1007.wav,1,5,4,100,0.44831132888793945,9.102253674915142e-06
./recordings/H1/190121_1007.wav,1,5,5,26,0.20195221900939941,5.657918216070706e-06
./recordings/H1/190330_2027.wav,1,5,1,100,0.2714974880218506,2.1226813965288364e-06
./recordings/H1/190330_2027.wav,1,5,2,100,0.5254371166229248,9.314332487977949e-07
./recordings/H1/190330_2027.wav,1,5,3,100,0.07073283195495605,1.0125944872549426e-06
./recordings/H1/190330_2027.wav,1,5,4,32,0.13368678092956543,2.6574083573296065e-07
./recordings/H1/190330_2027.wav,1,5,5,12,0.05758810043334961,7.96334075481431e-07
./recordings/H1/190410_0933.wav,1,5,1,17,0.13886594772338867,5.692078010451417e-06
./recordings/H1/190410_0933.wav,1,5,2,17,0.07498812675476074,7.413964058392347e-06
./recordings/H1/190410_0933.wav,1,5,3,18,0.162642240524292,1.2507268061441663e-05
./recordings/H1/190410_0933.wav,1,5,4,100,0.4595963954925537,9.77961460449347e-06
./recordings/H1/190410_0933.wav,1,5,5,19,0.15602445602416992,1.453313793236781e-05
./recordings/H1/190410_1606.wav,1,5,1,29,0.16171884536743164,1.1981668436575621e-05
./recordings/H1/190410_1606.wav,1,5,2,18,0.009542465209960938,3.035429550518808e-06
./recordings/H1/190410_1606.wav,1,5,3,16,0.0676717758178711,6.0114036417785255e-06
./recordings/H1/190410_1606.wav,1,5,4,11,0.06298136711120605,5.442886077741168e-06
./recordings/H1/190410_1606.wav,1,5,5,19,0.03750181198120117,5.672514294643626e-06
./recordings/H1/190410_1633.wav,1,5,1,25,0.16396713256835938,5.281980324080743e-06
./recordings/H1/190410_1633.wav,1,5,2,18,0.1517500877380371,7.157941873264504e-06
./recordings/H1/190410_1633.wav,1,5,3,35,0.17488908767700195,8.086813304786126e-06
./recordings/H1/190410_1633.wav,1,5,4,100,0.5294444561004639,4.0237888965276125e-06
./recordings/H1/190410_1633.wav,1,5,5,18,0.13622188568115234,3.811694009505993e-06
./recordings/H1/190703_1700.wav,1,5,1,100,0.05620765686035156,1.7679132463929014e-05
./recordings/H1/190703_1700.wav,1,5,2,19,0.022983789443969727,3.26011438135543e-06
./recordings/H1/190703_1700.wav,1,5,3,100,0.4458010196685791,2.1750291611927748e-05
./recordings/H1/190703_1700.wav,1,5,4,14,0.12895607948303223,3.0096175163298997e-05
./recordings/H1/190703_1700.wav,1,5,5,22,0.06830525398254395,1.2100573891342542e-05
./recordings/H1/190704_1013.wav,1,5,1,15,0.008047103881835938,4.214237292514752e-05
./recordings/H1/190704_1013.wav,1,5,2,23,0.1728808879852295,7.594561299476151e-06
./recordings/H1/190704_1013.wav,1,5,3,21,0.09682369232177734,0.0001323362406005906
./recordings/H1/190704_1013.wav,1,5,4,13,0.06525468826293945,4.0165991616233135e-05
./recordings/H1/190704_1013.wav,1,5,5,28,0.13217639923095703,4.637793883622979e-05
./recordings/H1/190704_1046.wav,1,5,1,100,0.41202878952026367,2.6531435108598728e-05
./recordings/H1/190704_1046.wav,1,5,2,13,0.08756875991821289,2.769526635042768e-05
./recordings/H1/190704_1046.wav,1,5,3,100,0.4282066822052002,3.624063593747544e-05
./recordings/H1/190704_1046.wav,1,5,4,9,0.05659317970275879,1.6254628126740644e-05
./recordings/H1/190704_1046.wav,1,5,5,26,0.1719675064086914,1.2551802649938366e-05
./recordings/H1/190720_0913.wav,1,5,1,19,0.21829724311828613,0.00027127713306128725
./recordings/H1/190720_0913.wav,1,5,2,15,0.09267854690551758,0.0004868012840065518
./recordings/H1/190720_0913.wav,1,5,3,28,0.01495981216430664,0.00041956851944930274
./recordings/H1/190720_0913.wav,1,5,4,30,0.11064910888671875,7.907216786241667e-05
./recordings/H1/190720_0913.wav,1,5,5,18,0.009602069854736328,0.00012640683258482486
./recordings/H1/190720_0945.wav,1,5,1,100,0.4157886505126953,7.907266088309673e-05
./recordings/H1/190720_0945.wav,1,5,2,19,0.17931246757507324,5.5391267212883424e-05
./recordings/H1/190720_0945.wav,1,5,3,11,0.05510878562927246,6.169077647046381e-05
./recordings/H1/190720_0945.wav,1,5,4,16,0.11068129539489746,5.019603113488288e-05
./recordings/H1/190720_0945.wav,1,5,5,11,0.04615426063537598,7.895538336822769e-05
./recordings/H1/190720_1001.wav,1,5,1,15,0.06619930267333984,4.859517284600267e-05
./recordings/H1/190720_1001.wav,1,5,2,30,0.01600170135498047,0.00012039434075929982
./recordings/H1/190720_1001.wav,1,5,3,20,0.13167667388916016,0.00010969630363310413
./recordings/H1/190720_1001.wav,1,5,4,17,0.11225414276123047,0.00010266572731527126
./recordings/H1/190720_1001.wav,1,5,5,18,0.1498105525970459,4.313458488696926e-05
./recordings/H1/190720_1246.wav,1,5,1,16,0.008607625961303711,1.5753436719215373e-05
./recordings/H1/190720_1246.wav,1,5,2,100,0.4618394374847412,3.384402114403719e-05
./recordings/H1/190720_1246.wav,1,5,3,29,0.015961885452270508,1.9284470820958962e-05
./recordings/H1/190720_1246.wav,1,5,4,100,0.5120220184326172,2.0188090014353604e-05
./recordings/H1/190720_1246.wav,1,5,5,18,0.13341712951660156,8.901080034240006e-06
./recordings/H1/190720_1301.wav,1,5,1,100,0.44609713554382324,1.166667142726404e-05
./recordings/H1/190720_1301.wav,1,5,2,18,0.09508395195007324,1.5341990931983327e-05
./recordings/H1/190720_1301.wav,1,5,3,100,0.4301323890686035,2.995493409534084e-05
./recordings/H1/190720_1301.wav,1,5,4,100,0.44884204864501953,3.543552942495439e-05
./recordings/H1/190720_1301.wav,1,5,5,19,0.10456204414367676,5.0109279421612554e-05
./recordings/H1/190720_1311.wav,1,5,1,100,0.42610692977905273,2.66128031886304e-05
./recordings/H1/190720_1311.wav,1,5,2,24,0.12954950332641602,1.3138233406053938e-05
./recordings/H1/190720_1311.wav,1,5,3,18,0.00979924201965332,1.7263790362203318e-05
./recordings/H1/190720_1311.wav,1,5,4,100,0.47145771980285645,3.635986504078517e-05
./recordings/H1/190720_1311.wav,1,5,5,17,0.11005663871765137,2.025288531842096e-05
./recordings/H1/190720_1321.wav,1,5,1,25,0.14097166061401367,3.0089545082548843e-05
./recordings/H1/190720_1321.wav,1,5,2,15,0.07298088073730469,3.8129682042980857e-05
./recordings/H1/190720_1321.wav,1,5,3,24,0.06354808807373047,3.594461320138033e-05
./recordings/H1/190720_1321.wav,1,5,4,18,0.1166987419128418,5.5884695368674855e-05
./recordings/H1/190720_1321.wav,1,5,5,29,0.04286527633666992,6.745377071020919e-05
./recordings/H1/190720_1342.wav,1,5,1,17,0.10053849220275879,3.579478922951073e-05
./recordings/H1/190720_1342.wav,1,5,2,100,0.5030994415283203,2.341242043649954e-05
./recordings/H1/190720_1342.wav,1,5,3,100,0.09480714797973633,1.5319327536279545e-05
./recordings/H1/190720_1342.wav,1,5,4,22,0.12514925003051758,2.894962855141666e-05
./recordings/H1/190720_1342.wav,1,5,5,100,0.49277305603027344,1.2548239646981683e-05
./recordings/H1/190720_1503.wav,1,5,1,12,0.04929804801940918,2.9563207667122778e-05
./recordings/H1/190720_1503.wav,1,5,2,14,0.05790209770202637,1.4620562730210646e-05
./recordings/H1/190720_1503.wav,1,5,3,100,0.39932799339294434,2.7080098133551857e-05
./recordings/H1/190720_1503.wav,1,5,4,13,0.008009195327758789,1.0981306421180349e-05
./recordings/H1/190720_1503.wav,1,5,5,29,0.015421390533447266,3.672582860849128e-05
./recordings/H1/190720_1513.wav,1,5,1,15,0.0083160400390625,0.0001234895572285574
./recordings/H1/190720_1513.wav,1,5,2,9,0.037981271743774414,0.00020526487958702247
./recordings/H1/190720_1513.wav,1,5,3,15,0.05167198181152344,0.0004593785839020485
./recordings/H1/190720_1513.wav,1,5,4,14,0.008503913879394531,0.00014723950840699862
./recordings/H1/190720_1513.wav,1,5,5,30,0.1315460205078125,0.00024388389005598442
./recordings/H1/190720_1533.wav,1,5,1,100,0.430999755859375,1.0067698930582071e-05
./recordings/H1/190720_1533.wav,1,5,2,16,0.06740260124206543,2.271868829213273e-05
./recordings/H1/190720_1533.wav,1,5,3,15,0.09653782844543457,2.085299757568291e-05
./recordings/H1/190720_1533.wav,1,5,4,14,0.11568975448608398,2.2091041559354335e-05
./recordings/H1/190720_1533.wav,1,5,5,21,0.10897397994995117,3.085858414355413e-05
./recordings/H1/190722_1030.wav,1,5,1,17,0.10682535171508789,0.0003314018428472338
./recordings/H1/190722_1030.wav,1,5,2,14,0.08528375625610352,0.00019482341169993662
./recordings/H1/190722_1030.wav,1,5,3,13,0.05364704132080078,0.0001407652597052513
./recordings/H1/190722_1030.wav,1,5,4,100,0.47277092933654785,5.700915806707651e-05
./recordings/H1/190722_1030.wav,1,5,5,16,0.09767723083496094,9.080710104830049e-05
./recordings/H1/190722_1042.wav,1,5,1,20,0.11179018020629883,5.83472728135275e-05
./recordings/H1/190722_1042.wav,1,5,2,17,0.16172528266906738,3.617014896433296e-05
./recordings/H1/190722_1042.wav,1,5,3,100,0.054853200912475586,4.413181201762618e-05
./recordings/H1/190722_1042.wav,1,5,4,19,0.2382824420928955,4.9057654366478444e-05
./recordings/H1/190722_1042.wav,1,5,5,16,0.29131102561950684,4.119594072662776e-05
./recordings/H1/190722_1052.wav,1,5,1,25,0.2755575180053711,0.00010630601016661844
./recordings/H1/190722_1052.wav,1,5,2,15,0.06354355812072754,8.665193546568082e-05
./recordings/H1/190722_1052.wav,1,5,3,16,0.10397553443908691,6.664527447857393e-05
./recordings/H1/190722_1052.wav,1,5,4,23,0.01252436637878418,5.9928469281628754e-05
./recordings/H1/190722_1052.wav,1,5,5,14,0.06597447395324707,4.184556122279795e-05
./recordings/H1/190722_1122.wav,1,5,1,24,0.014591693878173828,2.1728559339764202e-05
./recordings/H1/190722_1122.wav,1,5,2,100,0.05400991439819336,3.2659553579012796e-05
./recordings/H1/190722_1122.wav,1,5,3,10,0.04514670372009277,2.3735299427729135e-05
./recordings/H1/190722_1122.wav,1,5,4,19,0.014887571334838867,3.032668395238323e-05
./recordings/H1/190722_1122.wav,1,5,5,100,0.06003975868225098,1.3961739141442925e-05
./recordings/H1/190729_0936.wav,1,5,1,15,0.10233354568481445,9.489188136378492e-05
./recordings/H1/190729_0936.wav,1,5,2,100,0.055591583251953125,0.00010832231635253204
./recordings/H1/190729_0936.wav,1,5,3,16,0.09836959838867188,0.00011020079387253711
./recordings/H1/190729_0936.wav,1,5,4,31,0.024929046630859375,0.0001606386642919821
./recordings/H1/190729_0936.wav,1,5,5,16,0.05295372009277344,0.0001470396729979929
./recordings/H1/190729_1011.wav,1,5,1,28,0.1795504093170166,8.256910456623195e-06
./recordings/H1/190729_1011.wav,1,5,2,16,0.008510112762451172,1.7501948115544127e-05
./recordings/H1/190729_1011.wav,1,5,3,30,0.2708475589752197,2.00856240758093e-05
./recordings/H1/190729_1011.wav,1,5,4,20,0.10651946067810059,0.000151360339576334
./recordings/H1/190729_1011.wav,1,5,5,13,0.07756900787353516,1.8981762368704614e-05
./recordings/H1/190729_1032.wav,1,5,1,23,0.012270689010620117,4.594814437243203e-05
./recordings/H1/190729_1032.wav,1,5,2,100,0.4869413375854492,4.096610001644822e-05
./recordings/H1/190729_1032.wav,1,5,3,31,0.06930279731750488,2.9573852171580124e-05
./recordings/H1/190729_1032.wav,1,5,4,100,0.14206862449645996,3.358716612954308e-05
./recordings/H1/190729_1032.wav,1,5,5,15,0.11723947525024414,1.3657088077179813e-05
./recordings/H1/190915_1530.wav,1,5,1,22,0.07109761238098145,1.7525853199792638
./recordings/H1/190915_1530.wav,1,5,2,21,0.011915445327758789,0.6361382687847822
./recordings/H1/190915_1530.wav,1,5,3,19,0.06880617141723633,0.895804852057192
./recordings/H1/190915_1530.wav,1,5,4,14,0.03966951370239258,0.6268947228471452
./recordings/H1/190915_1530.wav,1,5,5,19,0.04986977577209473,0.628629692595016
./recordings/H0/1.wav,0,5,1,100,0.06326627731323242,9.36553077767209e-05
./recordings/H0/1.wav,0,5,2,100,0.44072508811950684,0.00021927608563855245
./recordings/H0/1.wav,0,5,3,23,0.11404037475585938,0.0005432704609420488
./recordings/H0/1.wav,0,5,4,15,0.07525944709777832,0.00036335120601673507
./recordings/H0/1.wav,0,5,5,100,0.07531499862670898,0.00044939260234127783
./recordings/H0/10.wav,0,5,1,25,0.0580286979675293,6.864589901813753e-05
./recordings/H0/10.wav,0,5,2,19,0.15293169021606445,5.517428148854824e-05
./recordings/H0/10.wav,0,5,3,21,0.011545181274414062,5.057654584319253e-05
./recordings/H0/10.wav,0,5,4,7,0.05371546745300293,5.951940445084148e-05
./recordings/H0/10.wav,0,5,5,100,0.09259676933288574,4.736104359028607e-06
./recordings/H0/11.wav,0,5,1,32,0.25132155418395996,2.7273875140201925e-05
./recordings/H0/11.wav,0,5,2,20,0.07890701293945312,2.1265045511669324e-05
./recordings/H0/11.wav,0,5,3,100,0.42199110984802246,7.65017159725816e-05
./recordings/H0/11.wav,0,5,4,20,0.08783483505249023,3.569625208706826e-05
./recordings/H0/11.wav,0,5,5,8,0.0425267219543457,0.00047286788457969657
./recordings/H0/12.wav,0,5,1,16,0.22250676155090332,3.51909904856819e-05
./recordings/H0/12.wav,0,5,2,100,0.4633352756500244,2.9093736807399297e-05
./recordings/H0/12.wav,0,5,3,24,0.1569221019744873,2.674747266989245e-05
./recordings/H0/12.wav,0,5,4,100,0.47834110260009766,3.90572369810504e-05
./recordings/H0/12.wav,0,5,5,100,0.4513230323791504,0.00011513976123926423
./recordings/H0/13.wav,0,5,1,18,0.009778022766113281,2.3991460867920797e-06
./recordings/H0/13.wav,0,5,2,26,0.217437744140625,1.432735251991206e-06
./recordings/H0/13.wav,0,5,3,16,0.2566204071044922,1.2081287001603292e-06
./recordings/H0/13.wav,0,5,4,35,0.07390379905700684,6.190582748541959e-06
./recordings/H0/13.wav,0,5,5,12,0.12505245208740234,1.1453261138250203e-06
./recordings/H0/14.wav,0,5,1,15,0.06292581558227539,3.3523005700700854e-05
./recordings/H0/14.wav,0,5,2,14,0.019002437591552734,7.103537542917603e-05
./recordings/H0/14.wav,0,5,3,17,0.009545087814331055,1.7952827819698885e-05
./recordings/H0/14.wav,0,5,4,100,0.06187939643859863,2.8956170478481235e-05
./recordings/H0/14.wav,0,5,5,100,0.43677401542663574,1.027707105481835e-05
./recordings/H0/15.wav,0,5,1,17,0.12754106521606445,1.1539550135224118e-05
./recordings/H0/15.wav,0,5,2,9,0.00976419448852539,1.155299503595786e-05
./recordings/H0/15.wav,0,5,3,8,0.004424571990966797,6.093400070564585e-06
./recordings/H0/15.wav,0,5,4,19,0.011251449584960938,4.718079219010146e-06
./recordings/H0/15.wav,0,5,5,100,0.4905874729156494,1.4544335696174648e-05
./recordings/H0/16.wav,0,5,1,11,0.07655858993530273,1.9058146750937753e-05
./recordings/H0/16.wav,0,5,2,100,0.5031116008758545,2.0613309048893804e-05
./recordings/H0/16.wav,0,5,3,16,0.12914752960205078,1.6262120965035394e-05
./recordings/H0/16.wav,0,5,4,11,0.1319119930267334,1.4988602564387373e-05
./recordings/H0/16.wav,0,5,5,100,0.4341092109680176,1.4910302033373429e-05
./recordings/H0/17.wav,0,5,1,10,0.0054242610931396484,4.96159121415656e-05
./recordings/H0/17.wav,0,5,2,18,0.2783527374267578,3.7859407292047986e-05
./recordings/H0/17.wav,0,5,3,100,0.4556286334991455,1.6525355479096275e-05
./recordings/H0/17.wav,0,5,4,100,0.5753154754638672,2.2070394926970548e-05
./recordings/H0/17.wav,0,5,5,8,0.004250049591064453,1.731981469202559e-05
./recordings/H0/18.wav,0,5,1,24,0.11061334609985352,1.3876866452335617e-06
./recordings/H0/18.wav,0,5,2,77,0.34417080879211426,1.333875110477382e-06
./recordings/H0/18.wav,0,5,3,100,0.13263559341430664,1.2011733496029117e-06
./recordings/H0/18.wav,0,5,4,100,0.33757805824279785,1.3504534791798212e-06
./recordings/H0/18.wav,0,5,5,81,0.2789463996887207,1.246765252379961e-06
./recordings/H0/181004_1109.wav,0,5,1,13,0.041645050048828125,0.004101337962371046
./recordings/H0/181004_1109.wav,0,5,2,15,0.057843923568725586,0.0016208004300007806
./recordings/H0/181004_1109.wav,0,5,3,15,0.06634879112243652,0.006682580966468959
./recordings/H0/181004_1109.wav,0,5,4,15,0.052840471267700195,0.0019628255012115446
./recordings/H0/181004_1109.wav,0,5,5,55,0.05554032325744629,0.008159152099063609
./recordings/H0/181005_1637.wav,0,5,1,33,0.19431638717651367,0.00040124955655629883
./recordings/H0/181005_1637.wav,0,5,2,24,0.16238665580749512,0.00010751847230023092
./recordings/H0/181005_1637.wav,0,5,3,25,0.18730807304382324,0.00011105767339808761
./recordings/H0/181005_1637.wav,0,5,4,100,0.41341710090637207,8.834785556087398e-05
./recordings/H0/181005_1637.wav,0,5,5,10,0.0452275276184082,0.00017413207156859777
./recordings/H0/181020_2123.wav,0,5,1,16,0.11232399940490723,3.8171448690845753e-05
./recordings/H0/181020_2123.wav,0,5,2,100,0.4598870277404785,9.90967169213835e-05
./recordings/H0/181020_2123.wav,0,5,3,13,0.060738325119018555,9.448304926415902e-05
